appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
211340,Magical Diary: Horse Hall,2012-05-31,1,Hanako Games,Hanako Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Visual Novel;Dating Sim;Anime,26,800,96,0,0,50000-100000,10.99,0
211360,Offspring Fling!,2012-05-11,1,Kyle Pulver,Kyle Pulver,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Puzzle;Platformer,10,449,90,134,180,200000-500000,4.99,0
211400,Deadlight,2012-10-25,1,Tequila Works, S.L.,Microsoft Studios,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Zombies;Platformer;Indie,31,8981,2298,307,415,500000-1000000,9.99,0
211440,Adventures of Shuggy,2012-06-13,1,Smudged Cat Games Ltd,Smudged Cat Games Ltd,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Platformer;Indie;Puzzle,13,955,149,69,83,200000-500000,3.99,0
211580,Wanderlust: Rebirth,2012-07-27,1,Yeti Trunk,Chucklefish,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,RPG;Indie;Adventure,30,249,229,152,283,100000-200000,3.99,0
211800,Dead Hungry Diner,2012-05-16,1,Black Market Games,Black Market Games,windows,7,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Casual;Indie;Zombies,11,91,28,239,239,20000-50000,3.99,0
211820,Starbound,2016-07-22,1,Chucklefish,Chucklefish,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Casual;Indie;RPG,Sandbox;Adventure;Survival,51,74162,7816,3556,2055,2000000-5000000,11.99,0
211900,Conquest of Elysium 3,2012-10-24,1,Illwinter Game Design,Illwinter Game Design,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Indie;Turn-Based,0,236,53,0,0,20000-50000,6.99,0
212010,Galaxy on Fire 2™ Full HD,2012-08-21,1,Fishlabs Entertainment GmbH,bitComposer Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Simulation;Strategy,Space;Simulation;Action,92,1046,382,361,361,200000-500000,5.59,0
212030,Kung Fu Strike - The Warrior's Rise,2012-07-24,1,Qooc Software,Qooc Software,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Beat 'em up,12,803,211,98,99,100000-200000,6.99,0
212050,Resonance,2012-07-25,1,XII Games,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,38,353,30,219,219,50000-100000,6.99,0
212110,Sugar Cube: Bittersweet Factory,2012-11-07,1,Turtle Cream,Turtle Cream,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Platformer;Action,20,145,48,268,268,20000-50000,4.99,0
212680,FTL: Faster Than Light,2012-09-14,1,Subset Games,Subset Games,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie;Simulation;Strategy,Rogue-like;Space;Indie,0,42641,1629,1111,633,2000000-5000000,6.99,0
212700,Party of Sin,2012-12-13,1,Crankshaft Games,Crankshaft Games,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,33,98,89,290,357,50000-100000,4.79,0
212780,New Star Soccer 5,2012-09-27,1,New Star Games,New Star Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Indie,100,190,105,0,0,20000-50000,9.99,0
212800,Super Crate Box,2012-08-29,1,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Platformer,0,5951,702,34,39,1000000-2000000,0.0,0
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,1,Zeboyd Games,Penny Arcade, Inc.,windows;mac,0,Single-player;Full controller support;Steam Cloud,Indie;RPG,RPG;Indie;Comedy,0,466,71,0,0,200000-500000,1.69,0
213390,Atooms to Moolecules Demo,2012-04-06,1,BitSits Games,BitSits Games,windows,0,Single-player,Indie;Casual,Indie;Casual,0,9,6,0,0,0-20000,0.0,0
213650,Dwarfs - F2P,2012-10-18,1,Power of 2,Tripwire Interactive,windows;mac,0,Single-player,Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Casual,29,1327,225,30,49,500000-1000000,0.0,0
214100,Rigonauts,2012-08-07,1,Engient, Inc,Engient,windows,0,Single-player;Steam Achievements,Strategy;Indie;Casual;Simulation,Casual;Strategy;Indie,7,27,28,0,0,0-20000,6.99,0
214130,Aerofly FS 1 Flight Simulator,2012-10-17,1,IPACS,IPACS,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Simulation,Simulation;Indie;Flight,33,88,53,0,0,0-20000,15.49,0
214340,Deponia,2012-08-06,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Comedy,19,7208,840,217,193,500000-1000000,6.99,0
214360,Tower Wars,2012-08-14,1,SuperVillain Studios,SuperVillain Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;Strategy;Indie,35,1176,433,239,248,200000-500000,5.59,0
214420,Gear Up,2015-01-28,1,Doctor Entertainment AB,Doctor Entertainment AB,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Multiplayer;Robots,27,6383,2225,139,39,2000000-5000000,0.0,0
214550,Eets Munchies,2014-03-11,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Simulation;Strategy,Indie;Casual;Puzzle,14,471,122,128,155,200000-500000,4.99,0
214590,Fairy Bloom Freesia,2012-10-17,1,Edelweiss,Nyu Media,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Anime;Action;Beat 'em up,50,882,139,159,226,100000-200000,5.59,0
214610,Cherry Tree High Comedy Club,2012-11-08,1,773,Nyu Media,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Visual Novel;Anime;Indie,0,457,79,222,222,50000-100000,5.59,0
214700,Thirty Flights of Loving,2012-08-20,1,Blendo Games,Blendo Games,windows;mac,0,Single-player;Commentary available,Adventure;Casual;Indie,Short;Indie;Adventure,0,934,616,0,0,100000-200000,3.99,0
214770,Guacamelee! Gold Edition,2013-08-08,1,DrinkBox Studios,DrinkBox Studios,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Platformer;Action,60,4881,338,245,317,500000-1000000,9.99,0
214790,The Basement Collection,2012-08-31,1,Edmund McMillen;Tyler Glaiel,Edmund McMillen,windows;mac,0,Single-player,Adventure;Indie;Strategy,Indie;Adventure;Strategy,53,812,153,315,479,200000-500000,2.99,0
214970,Intrusion 2,2012-09-11,1,Aleksey Abramenko,Aleksey Abramenko,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Platformer,14,983,194,85,143,200000-500000,6.49,0
215470,Primal Carnage,2012-10-29,1,Lukewarm Media,Reverb Triple XP;Circle 5,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie,Dinosaurs;Multiplayer;Action,69,4447,1323,423,470,200000-500000,5.59,0
215510,Rocketbirds: Hardboiled Chicken,2012-10-15,1,Ratloop Asia,Reverb Publishing,windows;mac;linux,0,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Platformer;Action,29,2175,571,92,151,200000-500000,3.99,0
215530,The Incredible Adventures of Van Helsing,2013-05-22,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Hack and Slash;Action RPG,95,4993,1064,572,720,500000-1000000,10.99,0
215550,Zombie Playground™,2016-10-31,1,stealth.gg,stealth.gg,windows;mac,0,Single-player;Online Multi-Player;Online Co-op;Full controller support,Violent;Gore;Action;Adventure;Indie;RPG,Action;Indie;RPG,0,155,168,5,5,50000-100000,6.99,0
215670,Home,2012-08-31,1,Benjamin Rivers Inc.,Benjamin Rivers Inc.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Horror,12,1069,518,21,21,200000-500000,1.99,0
215690,Zeno Clash 2,2013-04-30,1,ACE Team,SEGA,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Surreal,19,764,256,156,190,200000-500000,10.99,0
215770,Shad'O,2012-09-04,1,Okugi Studio,Okugi Sudio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Indie;Tower Defense;Strategy,30,50,42,58,58,20000-50000,3.99,0
216090,Go Home Dinosaurs!,2013-03-14,1,Fire Hose Games,Fire hose Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Tower Defense;Casual;Strategy,26,336,20,458,458,20000-50000,6.99,0
216110,Tiny Troopers,2012-08-24,1,Kukouri,Iceberg Interactive,windows;mac,0,Single-player,Action;Indie;Strategy,Action;Strategy;Indie,25,719,183,35,35,100000-200000,3.99,0
216130,Gemini Wars,2012-11-02,1,Camel101 LLC,Camel101 LLC,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Space,30,30,103,0,0,20000-50000,10.99,0
216260,Don Bradman Cricket 14,2014-06-25,1,Big Ant Studios,Big Ant Studios,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Indie,35,444,52,0,0,20000-50000,15.49,0
216290,Gateways,2012-09-13,1,Smudged Cat Games Ltd,Smudged Cat Games Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Puzzle;Platformer,18,171,12,9,9,50000-100000,3.99,0
216670,Great Big War Game,2012-08-28,1,Rubicon Development,Rubicon Development,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,0,30,4,0,0,0-20000,4.99,0
217120,Waves 2,2015-12-16,1,Squid In A Box Ltd,Squid In A Box Ltd,windows,0,Single-player;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Indie;Casual,0,63,8,0,0,0-20000,6.99,0
217270,Karateka,2012-12-03,1,Liquid Entertainment,DotEmu,windows,0,Single-player,Action;Indie,Action;Indie;Fighting,12,127,55,0,0,20000-50000,2.89,0
217290,Din's Curse,2012-08-22,1,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Action;Indie;RPG,RPG;Indie;Action,51,142,22,0,0,20000-50000,6.99,0
217690,Anna - Extended Edition,2013-04-12,1,Dreampainters,Kalypso Media Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,35,878,489,269,269,200000-500000,7.99,0
218020,Nethergate: Resurrection,2012-10-05,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,50,8,0,0,50000-100000,3.99,0
218040,Democracy 2,2012-10-11,1,Positech Games,Positech Games,windows;mac,0,Single-player,Indie;Simulation;Strategy,Simulation;Strategy;Indie,0,50,47,0,0,20000-50000,14.99,0
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,1,Gaijin Games,Gaijin Games,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Platformer;Indie;Rhythm,26,2615,221,57,90,500000-1000000,10.99,0
218090,Unity of Command: Stalingrad Campaign,2012-10-17,1,2x2 Games,2x2 Games,windows;mac;linux,0,Single-player;Multi-player,Indie;Strategy,Strategy;World War II;Turn-Based Strategy,0,504,116,8368,8368,100000-200000,14.99,0
218410,Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,1,Level Up Labs, LLC,Level Up Labs,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;RPG;Strategy,Tower Defense;RPG;Indie,30,2688,102,899,1365,200000-500000,10.99,0
218510,Planets Under Attack,2012-09-27,1,Targem Games,Topware Interactive,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;Space,21,492,191,299,303,500000-1000000,6.99,0
218640,Lucius,2012-10-26,1,Shiver Games,Shiver Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Adventure;Indie,Horror;Adventure;Nudity,58,5775,1400,172,190,500000-1000000,6.99,0
218660,iBomber Attack,2012-11-01,1,Cobra Mobile,Cobra Mobile,windows;mac;linux,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,12,112,30,0,0,50000-100000,4.99,0
218740,Pid,2012-10-31,1,Might and Delight,Might and Delight,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Adventure;Indie,Indie;Platformer;Adventure,12,2021,370,61,65,500000-1000000,6.99,0
218820,Mercenary Kings: Reloaded Edition,2014-03-25,1,Tribute Games Inc.,Tribute Games Inc.,windows;mac;linux,16,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;2D,26,1511,637,348,403,200000-500000,14.99,0
219070,Miner Wars Arena,2012-08-28,1,Keen Software House,Keen Software House,windows;mac,0,Single-player,Action;Indie,Action;Indie,0,10,13,0,0,0-20000,3.99,0
219150,Hotline Miami,2012-10-23,1,Dennaton Games,Devolver Digital,windows;mac;linux,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Great Soundtrack;Action;Violent,35,45809,1211,380,237,2000000-5000000,6.99,0
219190,Ultratron,2013-03-18,1,Puppygames,Puppygames,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,67,545,60,84,84,50000-100000,7.19,0
219200,Droid Assault,2013-01-09,1,Puppygames,Puppygames,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,35,275,55,8,8,50000-100000,7.19,0
219340,The Banner Saga: Factions,2013-02-25,1,Stoic,Versus Evil,windows;mac,0,Multi-player;Cross-Platform Multiplayer,Free to Play;Indie;RPG;Strategy,Free to Play;Strategy;RPG,42,569,202,95245,190489,200000-500000,0.0,0
219640,Chivalry: Medieval Warfare,2012-10-16,1,Torn Banner Studios,Torn Banner Studios,windows;mac;linux,0,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Includes level editor,Action;Indie,Medieval;Multiplayer;Action,49,51499,10939,675,293,5000000-10000000,18.99,0
219680,Proteus,2013-01-30,1,Ed Key and David Kanaga,Twisted Tree,windows;mac;linux,0,Single-player;Full controller support,Adventure;Casual;Indie,Exploration;Relaxing;Walking Simulator,0,1847,659,36,48,200000-500000,6.99,0
219830,King Arthur's Gold,2013-11-05,1,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Free to Play;Indie,Action;Multiplayer;2D,64,3127,643,384,378,200000-500000,0.0,0
219890,Antichamber,2013-01-31,1,Alexander Bruce,Demruth,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie,Puzzle;First-Person;Indie,0,12232,612,176,181,1000000-2000000,14.99,0
219910,Edna & Harvey: Harvey's New Eyes,2012-10-16,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Point & Click;Adventure;Dark Humor,29,1674,162,170,268,200000-500000,15.99,0
219990,Grim Dawn,2016-02-25,1,Crate Entertainment,Crate Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action RPG;RPG;Hack and Slash,178,26805,2605,3651,1539,1000000-2000000,19.99,0
220090,The Journey Down: Chapter One,2013-01-09,1,SkyGoblin,SkyGoblin,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Indie,0,902,129,303,327,200000-500000,5.99,0
220200,Kerbal Space Program,2015-04-27,1,Squad,Private Division ,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Indie;Simulation,Space;Simulation;Sandbox,0,49328,5168,9223,351,2000000-5000000,29.99,0
220460,Cargo Commander,2012-11-01,1,Serious Brew,Missing Link Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Platformer,19,641,140,663,694,100000-200000,2.09,0
220660,StarDrive,2013-04-26,1,Zero Sum Games,Iceberg Interactive,windows,0,Single-player;Steam Trading Cards,Indie;Strategy,Strategy;4X;Space,0,547,729,0,0,100000-200000,22.99,0
220740,Chaos on Deponia,2012-11-06,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Comedy,34,1433,121,227,418,200000-500000,15.99,0
220780,Thomas Was Alone,2012-11-12,1,Bithell Games,Bithell Games,windows;mac,0,Single-player;Steam Achievements;Full controller support,Indie,Platformer;Indie;Narration,35,7456,438,72,81,500000-1000000,5.99,0
220820,Zombie Driver HD,2012-10-17,1,Exor Studios,Exor Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Violent;Gore;Action;Indie;Racing,Zombies;Racing;Action,103,2050,381,338,233,200000-500000,6.99,0
220860,McPixel,2012-09-25,1,Sos Sosowski,Sos Sosowski,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Adventure;Indie,Point & Click;Indie;Comedy,0,3000,581,136,166,200000-500000,2.99,0
220900,Jack Lumber,2013-04-30,1,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Strategy,Casual;Indie;Action,27,218,125,140,140,100000-200000,3.99,0
